6581,Dolgeville,S,NY,13329,Herkimer,0.08
6582,Oppenheim,S,NY,13329,Herkimer,0.08
6583,Eagle Bay,S,NY,13331,Herkimer,0.08
6584,Big Moose,S,NY,13331,Herkimer,0.08
6585,Earlville,S,NY,13332,Chenango,0.08
6586,East Springfield,S,NY,13333,Otsego,0.08
6587,Eaton,S,NY,13334,Madison,0.08
6588,Edmeston,S,NY,13335,Otsego,0.08
6589,Fly Creek,S,NY,13337,Otsego,0.08
6590,Oaksville,S,NY,13337,Otsego,0.08
6591,Forestport,S,NY,13338,Oneida,0.095
6592,Otter Lake,S,NY,13338,Oneida,0.095
6593,Kayuta Lake,S,NY,13338,Oneida,0.095
6594,Fort Plain,S,NY,13339,Montgomery,0.08
6595,Ephratah,S,NY,13339,Montgomery,0.08
6596,Starkville,S,NY,13339,Montgomery,0.08
6597,Mindenville,S,NY,13339,Montgomery,0.08
6598,Hessville,S,NY,13339,Montgomery,0.08
6599,Stone Arabia,S,NY,13339,Montgomery,0.08
6600,Hallsville,S,NY,13339,Montgomery,0.08
6601,Frankfort,S,NY,13340,Herkimer,0.08
6602,Frankfort Center,S,NY,13340,Herkimer,0.08
6603,North Ilion,S,NY,13340,Herkimer,0.08
6604,Franklin Springs,S,NY,13341,Oneida,0.095
6605,Garrattsville,S,NY,13342,Otsego,0.08
6606,Glenfield,S,NY,13343,Lewis,0.0775
6607,Pine Grove,S,NY,13343,Lewis,0.0775
6608,Greig,S,NY,13345,Lewis,0.0775
6609,Hamilton,S,NY,13346,Madison,0.08
6610,Randallsville,S,NY,13346,Madison,0.08
6611,Hartwick,S,NY,13348,Otsego,0.08
6612,Patent,S,NY,13348,Otsego,0.08
6613,Herkimer,S,NY,13350,Herkimer,0.08
6614,East Herkimer,S,NY,13350,Herkimer,0.08
6615,Hinckley,S,NY,13352,Oneida,0.095
6616,Hoffmeister,S,NY,13353,Hamilton,0.07
6617,Holland Patent,S,NY,13354,Oneida,0.095
6618,Hubbardsville,S,NY,13355,Madison,0.08
6619,Ilion,S,NY,13357,Herkimer,0.08
6620,Cedarville,S,NY,13357,Herkimer,0.08
6621,South Ilion,S,NY,13357,Herkimer,0.08
6622,Inlet,S,NY,13360,Hamilton,0.07
6623,Jordanville,S,NY,13361,Herkimer,0.08
6624,Knoxboro,S,NY,13362,Oneida,0.095
6625,Lee Center,S,NY,13363,Oneida,0.095
6626,Stokes,S,NY,13363,Oneida,0.095
6627,Leonardsville,S,NY,13364,Madison,0.08
6628,Little Falls,S,NY,13365,Herkimer,0.08
6629,Salisbury,S,NY,13365,Herkimer,0.08
6630,Lowville,S,NY,13367,Lewis,0.0775
6631,New Breman,S,NY,13367,Lewis,0.0775
6632,Beaver River,S,NY,13367,Lewis,0.0775
6633,Watson,S,NY,13367,Lewis,0.0775
6634,Dadville,S,NY,13367,Lewis,0.0775
6635,West Lowville,S,NY,13367,Lewis,0.0775
6636,Lyons Falls,S,NY,13368,Lewis,0.0775
6637,Lyonsdale,S,NY,13368,Lewis,0.0775
6638,McConnellsville,S,NY,13401,Oneida,0.08
6639,Madison,S,NY,13402,Madison,0.08
6640,Marcy,S,NY,13403,Oneida,0.095
6641,Martinsburg,S,NY,13404,Lewis,0.0775
6642,Middleville,S,NY,13406,Herkimer,0.08
6643,Mohawk,S,NY,13407,Herkimer,0.08
6644,Paines Hollow,S,NY,13407,Herkimer,0.08
6645,Morrisville,S,NY,13408,Madison,0.08
6646,Munnsville,S,NY,13409,Madison,0.08
6647,Stockbridge,S,NY,13409,Madison,0.08
6648,Pratts Hollow,S,NY,13409,Madison,0.08
6649,Nelliston,S,NY,13410,Montgomery,0.08
6650,New Berlin,S,NY,13411,Chenango,0.08
6651,Pittsfield,S,NY,13411,Chenango,0.08
6652,Columbus,S,NY,13411,Chenango,0.08
6653,Hoboken,S,NY,13411,Chenango,0.08
6654,New Hartford,S,NY,13413,Oneida,0.095
6655,New Lisbon,S,NY,13415,Otsego,0.08
6656,Newport,S,NY,13416,Herkimer,0.08
6657,New York Mills,S,NY,13417,Oneida,0.095
6658,North Brookfield,S,NY,13418,Madison,0.08
6659,Old Forge,S,NY,13420,Herkimer,0.08
6660,Oneida,S,NY,13421,Madison,0.08
6661,Oneida Castle,S,NY,13421,Madison,0.08
6662,Merrillsville,S,NY,13421,Madison,0.08
6663,Kenwood,S,NY,13421,Madison,0.08
6664,Oriskany,S,NY,13424,Oneida,0.095
6665,Oriskany Falls,S,NY,13425,Oneida,0.095
6666,Orwell,S,NY,13426,Oswego,0.08
6667,Palatine Bridge,S,NY,13428,Montgomery,0.08
6668,Poland,S,NY,13431,Herkimer,0.08
6669,Gravesville,S,NY,13431,Herkimer,0.08
6670,Port Leyden,S,NY,13433,Lewis,0.0775
6671,Collinsville,S,NY,13433,Lewis,0.0775
6672,Prospect,S,NY,13435,Oneida,0.095
6673,Raquette Lake,S,NY,13436,Hamilton,0.07
6674,Redfield,S,NY,13437,Oswego,0.08
6675,Remsen,S,NY,13438,Oneida,0.095
6676,Richfield Springs,S,NY,13439,Otsego,0.08
6677,Warren,S,NY,13439,Otsego,0.08
6678,South Columbia,S,NY,13439,Otsego,0.08
6679,Richfield,S,NY,13439,Otsego,0.08
6680,Rome,S,NY,13440,Oneida - Rome,0.095
6681,Lake Delta,S,NY,13440,Oneida,0.095
6682,Stanwix,S,NY,13440,Oneida,0.095
6683,Coonrod,S,NY,13440,Oneida,0.095
6684,Floyd,S,NY,13440,Oneida,0.095
6685,Greenway,S,NY,13440,Oneida,0.095
6686,Stanwix Heights,S,NY,13440,Oneida,0.095
6687,Rome,S,NY,13441,Oneida - Rome,0.095
6688,Rome,S,NY,13442,Oneida - Rome,0.095
6689,Rome,S,NY,13449,Oneida - Rome,0.095
6690,Roseboom,S,NY,13450,Otsego,0.08
6691,Saint Johnsville,S,NY,13452,Montgomery,0.08
6692,Johnsville,S,NY,13452,Montgomery,0.08
6693,Lassellsville,S,NY,13452,Montgomery,0.08
6694,Salisbury Center,S,NY,13454,Herkimer,0.08
6695,Sangerfield,S,NY,13455,Oneida,0.095
6696,Sauquoit,S,NY,13456,Oneida,0.095
6697,Paris,S,NY,13456,Oneida,0.095
6698,Schuyler Lake,S,NY,13457,Otsego,0.08
6699,Sharon Springs,S,NY,13459,Schoharie,0.08
6700,Sherburne,S,NY,13460,Chenango,0.08
6701,Sherrill,S,NY,13461,Oneida,0.095
6702,Smyrna,S,NY,13464,Chenango,0.08
6703,Solsville,S,NY,13465,Madison,0.08
51684,SOUTH EDMESTON,,NY,13466,Madison,0.08
6704,Springfield Center,S,NY,13468,Otsego,0.08
6705,Stittville,S,NY,13469,Oneida,0.095
6706,Stratford,S,NY,13470,Fulton,0.07
6707,Taberg,S,NY,13471,Oneida,0.095
6708,Thendara,S,NY,13472,Herkimer,0.0825
6709,Turin,S,NY,13473,Lewis,0.0775
6710,Van Hornesville,S,NY,13475,Herkimer,0.08
6711,Vernon,S,NY,13476,Oneida,0.095
6712,Vernon Center,S,NY,13477,Oneida,0.095
6713,Verona,S,NY,13478,Oneida,0.095
6714,Washington Mills,S,NY,13479,Oneida,0.095
6715,Waterville,S,NY,13480,Oneida,0.095
6716,Stockwell,S,NY,13480,Oneida,0.095
6717,West Burlington,S,NY,13482,Otsego,0.08
6718,Westdale,S,NY,13483,Oneida,0.095
6719,West Eaton,S,NY,13484,Madison,0.08
6720,West Edmeston,S,NY,13485,Otsego,0.08
6721,Westernville,S,NY,13486,Oneida,0.095
6722,Westford,S,NY,13488,Otsego,0.08
6723,West Leyden,S,NY,13489,Lewis,0.0775
6724,Westmoreland,S,NY,13490,Oneida,0.05
6725,West Winfield,S,NY,13491,Herkimer,0.08
6726,Unadilla Forks,S,NY,13491,Herkimer,0.08
6727,Plainfield,S,NY,13491,Herkimer,0.08
6728,Millers Mills,S,NY,13491,Herkimer,0.08
6729,East Winfield,S,NY,13491,Herkimer,0.08
6730,Winfield,S,NY,13491,Herkimer,0.08
6731,Whitesboro,S,NY,13492,Oneida,0.095
6732,Walesville,S,NY,13492,Oneida,0.095
6733,Williamstown,S,NY,13493,Oswego,0.08
6734,Woodgate,S,NY,13494,Oneida,0.095
6735,Yorkville,S,NY,13495,Oneida,0.095
6736,Utica,S,NY,13501,Oneida,0.095
6737,Utica,S,NY,13502,Oneida,0.095
6738,Deerfield,S,NY,13502,Oneida,0.095
6739,West Schuyler,S,NY,13502,Oneida,0.095
6740,Utica,S,NY,13503,Oneida,0.095
6741,Utica,S,NY,13504,Oneida,0.095
6742,Utica,S,NY,13505,Oneida,0.095
6743,Utica,S,NY,13599,Oneida,0.095
6744,Watertown,S,NY,13601,Jefferson,0.0775
6745,Glen Park,S,NY,13601,Jefferson,0.0775
6746,Watertown,S,NY,13602,Jefferson,0.0775
6747,Fort Drum,S,NY,13602,Jefferson,0.0775
6748,Fort Drum,S,NY,13603,Jefferson,0.0775
6749,Watertown,S,NY,13603,Jefferson,0.0775
6750,Adams,S,NY,13605,Jefferson,0.0775
6751,Smithville,S,NY,13605,Jefferson,0.0775
6752,Adams Center,S,NY,13606,Jefferson,0.0775
6753,Alexandria Bay,S,NY,13607,Jefferson,0.0775
6754,Point Vivian,S,NY,13607,Jefferson,0.0775
6755,Antwerp,S,NY,13608,Jefferson,0.0775
6756,Rodman,S,NY,13610,Lewis,0.0775
6757,Belleville,S,NY,13611,Jefferson,0.0775
6758,Black River,S,NY,13612,Jefferson,0.0775
6759,Brasher Falls,S,NY,13613,Saint Lawrence,0.07
6760,Brier Hill,S,NY,13614,Saint Lawrence,0.07
6761,Brownville,S,NY,13615,Jefferson,0.0775
6762,Calcium,S,NY,13616,Jefferson,0.0775
6763,Canton,S,NY,13617,Saint Lawrence,0.0775
6764,Morley,S,NY,13617,Saint Lawrence,0.0775
6765,Pierrepont,S,NY,13617,Saint Lawrence,0.0775
6766,Cape Vincent,S,NY,13618,Jefferson,0.0775
6767,Carthage,S,NY,13619,Jefferson,0.0775
6768,Denmark,S,NY,13619,Jefferson,0.0775
6769,Herrings,S,NY,13619,Jefferson,0.0775
6770,Champion,S,NY,13619,Jefferson,0.0775
6771,Castorland,S,NY,13620,Lewis,0.0775
6772,Chase Mills,S,NY,13621,Saint Lawrence,0.07
6773,Chaumont,S,NY,13622,Jefferson,0.0775
6774,Chippewa Bay,S,NY,13623,Saint Lawrence,0.07
6775,Clayton,S,NY,13624,Jefferson,0.0775
6776,Colton,S,NY,13625,Saint Lawrence,0.07
6777,Copenhagen,S,NY,13626,Lewis,0.0775
6778,Deer River,S,NY,13627,Lewis,0.0775
6779,Deferiet,S,NY,13628,Jefferson,0.0775
6780,DeKalb Junction,S,NY,13630,Saint Lawrence,0.07
6781,Denmark,S,NY,13631,Lewis,0.0775
6782,Carthage,S,NY,13631,Lewis,0.0775
6783,Depauville,S,NY,13632,Jefferson,0.0775
6784,DePeyster,S,NY,13633,Saint Lawrence,0.07
6785,Dexter,S,NY,13634,Jefferson,0.0775
6786,Edwards,S,NY,13635,Saint Lawrence,0.0725
6787,South Edwards,S,NY,13635,Saint Lawrence,0.0775
6788,Ellisburg,S,NY,13636,Jefferson,0.0775
6789,Evans Mills,S,NY,13637,Jefferson,0.0775
6790,Felts Mills,S,NY,13638,Jefferson,0.0775
6791,Rutland,S,NY,13638,Jefferson,0.0775
6792,Fine,S,NY,13639,Saint Lawrence,0.07
6793,Wellesley Island,S,NY,13640,Jefferson,0.0775
6794,Fineview,S,NY,13640,Jefferson,0.0775
6795,Fishers Landing,S,NY,13641,Jefferson,0.0775
6796,Gouverneur,S,NY,13642,Saint Lawrence,0.07
6797,Macomb,S,NY,13642,Saint Lawrence,0.07
6798,Fowler,S,NY,13642,Saint Lawrence,0.07
6799,Elmdale,S,NY,13642,Saint Lawrence,0.07
6800,Natural Dam,S,NY,13642,Saint Lawrence,0.07
6801,Somerville,S,NY,13642,Saint Lawrence,0.07
6802,Fullerville,S,NY,13642,Saint Lawrence,0.07
6803,Great Bend,S,NY,13643,Jefferson,0.0775
6804,Hailesboro,S,NY,13645,Saint Lawrence,0.07
6805,Hammond,S,NY,13646,Saint Lawrence,0.07
6806,Edwardsville,S,NY,13646,Saint Lawrence,0.07
6807,Rossie,S,NY,13646,Saint Lawrence,0.07
6808,Hannawa Falls,S,NY,13647,Saint Lawrence,0.07
6809,Harrisville,S,NY,13648,Lewis,0.0775
6810,Lake Bonaparte,S,NY,13648,Lewis,0.0775
6811,Pitcairn,S,NY,13648,Lewis,0.0775
6812,Helena,S,NY,13649,Saint Lawrence,0.07
6813,Henderson,S,NY,13650,Jefferson,0.0775
6814,Henderson Harbor,S,NY,13651,Jefferson,0.0775
6815,Hermon,S,NY,13652,Saint Lawrence,0.07
6816,Heuvelton,S,NY,13654,Saint Lawrence,0.07
6817,Pope Mills,S,NY,13654,Saint Lawrence,0.07
6818,Hogansburg,S,NY,13655,Franklin,0.07
6819,La Fargeville,S,NY,13656,Jefferson,0.0775
6820,Omar,S,NY,13656,Jefferson,0.0775
6821,Lafargeville,S,NY,13656,Jefferson,0.0775
6822,Limerick,S,NY,13657,Jefferson,0.0775
6823,Lisbon,S,NY,13658,Saint Lawrence,0.07
6824,Lorraine,S,NY,13659,Jefferson,0.0775
6825,Madrid,S,NY,13660,Saint Lawrence,0.07
6826,Mannsville,S,NY,13661,Jefferson,0.0775
6827,Massena,S,NY,13662,Saint Lawrence,0.07
6828,Massena Center,S,NY,13662,Saint Lawrence,0.07
6829,Morristown,S,NY,13664,Saint Lawrence,0.07
6830,Natural Bridge,S,NY,13665,Jefferson,0.0775
6831,Newton Falls,S,NY,13666,Saint Lawrence,0.07
6832,Norfolk,S,NY,13667,Saint Lawrence,0.07
6833,Norwood,S,NY,13668,Saint Lawrence,0.07
6834,North Stockholm,S,NY,13668,Saint Lawrence,0.07
6835,Hewittville,S,NY,13668,Saint Lawrence,0.07
6836,Ogdensburg,S,NY,13669,Saint Lawrence,0.07
6837,Red Mills,S,NY,13669,Saint Lawrence,0.07
6838,Oswegatchie,S,NY,13670,Saint Lawrence,0.07
6839,Oxbow,S,NY,13671,Jefferson,0.0775
6840,Parishville,S,NY,13672,Saint Lawrence,0.07
6841,Philadelphia,S,NY,13673,Jefferson,0.0775
6842,Pierrepont Manor,S,NY,13674,Jefferson,0.0775
6843,Plessis,S,NY,13675,Jefferson,0.0775
6844,Potsdam,S,NY,13676,Saint Lawrence,0.07
6845,Sissonville,S,NY,13676,Saint Lawrence,0.07
6846,Pyrites,S,NY,13677,Saint Lawrence,0.07
6847,Raymondville,S,NY,13678,Saint Lawrence,0.07
6848,Redwood,S,NY,13679,Jefferson,0.0775
6849,Rensselaer Falls,S,NY,13680,Saint Lawrence,0.07
6850,Richville,S,NY,13681,Saint Lawrence,0.07
6851,Rodman,S,NY,13682,Jefferson,0.0775
6852,Rooseveltown,S,NY,13683,Saint Lawrence,0.07
6854,South Russell,S,NY,13684,Saint Lawrence,0.07
6855,Degrasse,S,NY,13684,Saint Lawrence,0.07
6853,Russell,S,NY,13684,Saint Lawrence,0.07
6856,Sackets Harbor,S,NY,13685,Jefferson,0.0775
6857,South Colton,S,NY,13687,Saint Lawrence,0.07
6858,South Rutland,S,NY,13688,Jefferson,0.0775
6859,Star Lake,S,NY,13690,Saint Lawrence,0.07
6860,Benson Mines,S,NY,13690,Saint Lawrence,0.07
6861,Theresa,S,NY,13691,Jefferson,0.0725
6862,Thousand Island Park,S,NY,13692,Jefferson,0.0775
6863,Three Mile Bay,S,NY,13693,Jefferson,0.0775
6864,Waddington,S,NY,13694,Saint Lawrence,0.07
6865,Wanakena,S,NY,13695,Saint Lawrence,0.07
6866,West Stockholm,S,NY,13696,Saint Lawrence,0.07
6867,Winthrop,S,NY,13697,Saint Lawrence,0.07
51685,WOODVILLE,,NY,13698,Saint Lawrence,0.07
6868,Potsdam,S,NY,13699,Saint Lawrence,0.07
6869,Afton,S,NY,13730,Chenango,0.08
6870,North Afton,S,NY,13730,Chenango,0.08
6871,Afton Lake,S,NY,13730,Chenango,0.08
6872,Andes,S,NY,13731,Delaware,0.08
6873,Apalachin,S,NY,13732,Tioga,0.08
6874,Bainbridge,S,NY,13733,Chenango,0.08
6875,Coventryville,S,NY,13733,Chenango,0.08
6876,Bennettsville,S,NY,13733,Chenango,0.08
6877,Barton,S,NY,13734,Tioga,0.08
6878,Berkshire,S,NY,13736,Tioga,0.08
6879,Speedsville,S,NY,13736,Tioga,0.08
6880,Jenksville,S,NY,13736,Tioga,0.08
6881,Bible School Park,S,NY,13737,Broome,0.08
6882,Blodgett Mills,S,NY,13738,Cortland,0.08
6883,Bloomville,S,NY,13739,Delaware,0.08
6884,Kortright,S,NY,13739,Delaware,0.08
6885,Kortright Center,S,NY,13739,Delaware,0.08
6886,Bovina Center,S,NY,13740,Delaware,0.08
6887,Candor,S,NY,13743,Tioga,0.08
6888,Castle Creek,S,NY,13744,Broome,0.08
6889,Chenango Bridge,S,NY,13745,Broome,0.08
6890,Chenango Forks,S,NY,13746,Broome,0.08
6891,North Fenton,S,NY,13746,Broome,0.08
6892,Colliersville,S,NY,13747,Otsego,0.08
6893,Conklin,S,NY,13748,Broome,0.08
6894,Corbettsville,S,NY,13749,Broome,0.08
6895,Davenport,S,NY,13750,Delaware,0.08
6896,North Kortright,S,NY,13750,Delaware,0.08
6897,Davenport Center,S,NY,13751,Delaware,0.08
6898,DeLancey,S,NY,13752,Delaware,0.08
6899,Delhi,S,NY,13753,Delaware,0.08
6900,Meredith,S,NY,13753,Delaware,0.08
6901,Fraser,S,NY,13753,Delaware,0.08
6902,Lake Delaware,S,NY,13753,Delaware,0.08
6903,West Delhi,S,NY,13753,Delaware,0.08
6904,Deposit,S,NY,13754,Broome,0.08
6905,Stilesville,S,NY,13754,Broome,0.08
6906,North Sanford,S,NY,13754,Broome,0.08
6907,Sanford,S,NY,13754,Broome,0.08
6908,Tompkins,S,NY,13754,Broome,0.08
6909,Hambletville,S,NY,13754,Broome,0.08
6910,Downsville,S,NY,13755,Delaware,0.08
6911,Corbett,S,NY,13755,Delaware,0.08
6912,East Branch,S,NY,13756,Delaware,0.08
6913,Peakville,S,NY,13756,Delaware,0.08
6914,Harvard,S,NY,13756,Delaware,0.08
6915,East Meredith,S,NY,13757,Delaware,0.08
6916,West Meredith,S,NY,13757,Delaware,0.08
6917,East Pharsalia,S,NY,13758,Chenango,0.08
6918,Endicott,S,NY,13760,Broome,0.08
6919,Endwell,S,NY,13760,Broome,0.08
6920,Union Center,S,NY,13760,Broome,0.08
6921,Union,S,NY,13760,Broome,0.08
6922,Campville,S,NY,13760,Broome,0.08
6923,West Corners,S,NY,13760,Broome,0.08
6924,Endicott,S,NY,13761,Broome,0.08
6925,Endwell,S,NY,13762,Broome,0.08
6926,Endicott,S,NY,13763,Broome,0.08
6927,Fishs Eddy,S,NY,13774,Delaware,0.08
6928,Franklin,S,NY,13775,Delaware,0.08
6929,Gilbertsville,S,NY,13776,Otsego,0.08
6930,Butternuts,S,NY,13776,Otsego,0.08
6931,Glen Aubrey,S,NY,13777,Broome,0.08
6932,Greene,S,NY,13778,Chenango,0.08
6933,Triangle,S,NY,13778,Chenango,0.08
6934,Coventry,S,NY,13778,Chenango,0.08
6935,Genegantslet,S,NY,13778,Chenango,0.08
6936,Smithville,S,NY,13778,Chenango,0.08
6937,Guilford,S,NY,13780,Chenango,0.08
6938,Guilford Center,S,NY,13780,Chenango,0.08
6939,Hamden,S,NY,13782,Delaware,0.08
6940,Hancock,S,NY,13783,Delaware,0.08
6941,Cadosia,S,NY,13783,Delaware,0.08
6942,Kelsey,S,NY,13783,Delaware,0.08
6943,Apex,S,NY,13783,Delaware,0.08
6944,Harford,S,NY,13784,Cortland,0.08
6945,Harpersfield,S,NY,13786,Delaware,0.08
6946,West Harpersfield,S,NY,13786,Delaware,0.08
6947,Harpursville,S,NY,13787,Broome,0.08
6948,Belden,S,NY,13787,Broome,0.08
6949,Hobart,S,NY,13788,Delaware,0.08
6950,Johnson City,S,NY,13790,Broome,0.08
6951,Killawog,S,NY,13794,Broome,0.08
6952,Kirkwood,S,NY,13795,Broome,0.08
6953,Laurens,S,NY,13796,Otsego,0.08
6954,West Laurens,S,NY,13796,Otsego,0.08
6955,Lisle,S,NY,13797,Broome,0.08
6956,McDonough,S,NY,13801,Chenango,0.08
6957,Maine,S,NY,13802,Broome,0.08
6958,Marathon,S,NY,13803,Cortland,0.08
6959,Masonville,S,NY,13804,Delaware,0.08
6960,Meridale,S,NY,13806,Delaware,0.08
6961,Milford,S,NY,13807,Otsego,0.08
6962,Morris,S,NY,13808,Otsego,0.08
6963,Mount Upton,S,NY,13809,Chenango,0.08
6964,Rockdale,S,NY,13809,Chenango,0.08
6965,Mount Vision,S,NY,13810,Otsego,0.08
6966,Newark Valley,S,NY,13811,Tioga,0.08
6967,Weltonville,S,NY,13811,Tioga,0.08
6968,Nichols,S,NY,13812,Tioga,0.08
6969,Lounsberry,S,NY,13812,Tioga,0.08
6970,Nineveh,S,NY,13813,Broome,0.08
6971,Doraville,S,NY,13813,Broome,0.08
6972,Vallonia Springs,S,NY,13813,Broome,0.08
6973,North Norwich,S,NY,13814,Chenango,0.08
6974,Norwich,S,NY,13815,Chenango,0.08
6975,Chenango Lake,S,NY,13815,Chenango,0.08
6976,Oneonta,S,NY,13820,Otsego,0.08
6977,Milford Center,S,NY,13820,Otsego,0.08
6978,Emmons,S,NY,13820,Otsego,0.08
6979,North Franklin,S,NY,13820,Otsego,0.08
6980,Otego,S,NY,13825,Otsego,0.08
6981,Ouaquaga,S,NY,13826,Broome,0.08
6982,Owego,S,NY,13827,Tioga,0.08
6983,Catatonk,S,NY,13827,Tioga,0.08
6984,Oxford,S,NY,13830,Chenango,0.08
6985,Preston,S,NY,13830,Chenango,0.08
6986,Brisben,S,NY,13830,Chenango,0.08
6987,Tyner,S,NY,13830,Chenango,0.08
6988,Plymouth,S,NY,13832,Chenango,0.08
6989,Port Crane,S,NY,13833,Broome,0.08
6990,Sanitaria Springs,S,NY,13833,Broome,0.08
6991,Fenton,S,NY,13833,Broome,0.08
6992,Portlandville,S,NY,13834,Otsego,0.08
6993,Richford,S,NY,13835,Tioga,0.08
6994,Shinhopple,S,NY,13837,Delaware,0.08
6995,Sidney,S,NY,13838,Delaware,0.08
6996,Sidney Center,S,NY,13839,Delaware,0.08
6997,Merrickville,S,NY,13839,Delaware,0.08
6998,Smithboro,S,NY,13840,Tioga,0.08
6999,Smithville Flats,S,NY,13841,Chenango,0.08
7000,South Kortright,S,NY,13842,Delaware,0.08
7001,South New Berlin,S,NY,13843,Chenango,0.08
7002,Holmesville,S,NY,13843,Chenango,0.08
7003,Rockwells Mills,S,NY,13843,Chenango,0.08
7004,South Plymouth,S,NY,13844,Chenango,0.08
7005,North Pharsalia,S,NY,13844,Chenango,0.08
7006,Tioga Center,S,NY,13845,Tioga,0.08
7007,Treadwell,S,NY,13846,Delaware,0.08
7008,Franklin,S,NY,13846,Delaware,0.08
7009,Trout Creek,S,NY,13847,Delaware,0.08
7010,Tunnel,S,NY,13848,Broome,0.08
7011,Unadilla,S,NY,13849,Otsego,0.08
7012,Vestal,S,NY,13850,Broome,0.08
7013,Vestal Center,S,NY,13850,Broome,0.08
7014,Ross Corners,S,NY,13850,Broome,0.08
7015,Vestal,S,NY,13851,Broome,0.08
7016,Walton,S,NY,13856,Delaware,0.08
7017,Colchester,S,NY,13856,Delaware,0.08
7018,Northfield,S,NY,13856,Delaware,0.08
7019,Wells Bridge,S,NY,13859,Otsego,0.08
7020,West Davenport,S,NY,13860,Delaware,0.08
7021,West Oneonta,S,NY,13861,Otsego,0.08
7022,Whitney Point,S,NY,13862,Broome,0.08
7023,Upper Lisle,S,NY,13862,Broome,0.08
7024,Itaska,S,NY,13862,Broome,0.08
7025,Willet,S,NY,13863,Cortland,0.08
7026,Willseyville,S,NY,13864,Tioga,0.08
7027,Windsor,S,NY,13865,Broome,0.08
7028,West Windsor,S,NY,13865,Broome,0.08
7029,Damascus,S,NY,13865,Broome,0.08
7030,Edson,S,NY,13865,Broome,0.08
7031,Binghamton,S,NY,13901,Broome,0.08
7032,Port Dickinson,S,NY,13901,Broome,0.08
7033,Kattelville,S,NY,13901,Broome,0.08
7034,Glen Castle,S,NY,13901,Broome,0.08
7035,Binghamton,S,NY,13902,Broome,0.08
7036,Binghamton,S,NY,13903,Broome,0.08
7037,Hawleyton,S,NY,13903,Broome,0.08
7038,East Vestal,S,NY,13903,Broome,0.08
7039,Conklin Forks,S,NY,13903,Broome,0.08
7040,Binghamton,S,NY,13904,Broome,0.08
7041,East Side,S,NY,13904,Broome,0.08
7042,West Colesville,S,NY,13904,Broome,0.08
7043,Binghamton,S,NY,13905,Broome,0.08
7044,Dickinson,S,NY,13905,Broome,0.08
7045,Akron,S,NY,14001,Erie,0.08
7046,Alabama,S,NY,14003,Genesee,0.08
7047,Alden,S,NY,14004,Erie,0.08
7048,Alexander,S,NY,14005,Genesee,0.08
7049,Angola,S,NY,14006,Erie,0.08
7050,Appleton,S,NY,14008,Niagara,0.08
7051,Arcade,S,NY,14009,Wyoming,0.08
7052,Athol Springs,S,NY,14010,Erie,0.08
7053,Attica,S,NY,14011,Wyoming,0.08
7054,Barker,S,NY,14012,Niagara,0.08
7055,Basom,S,NY,14013,Genesee,0.08
7056,Batavia,S,NY,14020,Genesee,0.08
7057,Batavia,S,NY,14021,Genesee,0.08
7058,Bliss,S,NY,14024,Wyoming,0.08
7059,Boston,S,NY,14025,Erie,0.08
7060,Bowmansville,S,NY,14026,Erie,0.08
7061,Brant,S,NY,14027,Erie,0.08
7062,Burt,S,NY,14028,Niagara,0.08
7063,Centerville,S,NY,14029,Allegany,0.0825
7064,Chaffee,S,NY,14030,Erie,0.08
7065,Clarence,S,NY,14031,Erie,0.08
7066,Clarence Center,S,NY,14032,Erie,0.08
7067,Colden,S,NY,14033,Erie,0.08
7068,Collins,S,NY,14034,Erie,0.08
7069,Collins Center,S,NY,14035,Erie,0.08
7070,Corfu,S,NY,14036,Genesee,0.08
7071,Pembroke,S,NY,14036,Genesee,0.08
7072,Cowlesville,S,NY,14037,Wyoming,0.08
7073,Crittenden,S,NY,14038,Erie,0.08
7074,Dale,S,NY,14039,Wyoming,0.08
7075,Darien Center,S,NY,14040,Genesee,0.08
7076,Dayton,S,NY,14041,Cattaraugus,0.08
7077,Delevan,S,NY,14042,Cattaraugus,0.08
7078,Depew,S,NY,14043,Erie,0.08
7079,Lancaster,S,NY,14043,Erie,0.08
7080,Derby,S,NY,14047,Erie,0.08
7081,Dunkirk,S,NY,14048,Chautauqua,0.0825
7082,Van Buren Bay,S,NY,14048,Chautauqua,0.0825
7083,East Amherst,S,NY,14051,Erie,0.08
7084,Amherst,S,NY,14051,Erie,0.08
7085,Swormville,S,NY,14051,Erie,0.08
7086,East Aurora,S,NY,14052,Erie,0.08
7087,East Bethany,S,NY,14054,Genesee,0.08
7088,East Concord,S,NY,14055,Erie,0.08
7089,East Pembroke,S,NY,14056,Genesee,0.08
7090,Eden,S,NY,14057,Erie,0.08
7091,Elba,S,NY,14058,Genesee,0.08
7092,Elma,S,NY,14059,Erie,0.08
7093,Farmersville Station,S,NY,14060,Cattaraugus,0.08
7094,Farmersville,S,NY,14060,Cattaraugus,0.08
7095,Farnham,S,NY,14061,Erie,0.08
7096,Forestville,S,NY,14062,Chautauqua,0.0825
7097,Fredonia,S,NY,14063,Chautauqua,0.0825
7098,Freedom,S,NY,14065,Cattaraugus,0.08
7099,Sandusky,S,NY,14065,Cattaraugus,0.08
7100,Gainesville,S,NY,14066,Wyoming,0.08
7101,Gasport,S,NY,14067,Niagara,0.08
7102,Getzville,S,NY,14068,Erie,0.08
7103,Glenwood,S,NY,14069,Erie,0.08
